text,parent_text,tox_codes_oc,label_oc,tox_codes_ic,label_ic
Much thanks to you both. )  ,Indeed. P |,[0. 0. 0.],0,[0. 0. 0.],0
Damn complex MLB...►'''''''''',Oh yeah and offseason.  ,[1.  0.  0.5],0,[0. 1. 0.],0
"Damn, Cena shouldn't of won it. That's the main reason for it all.   ",Gotcha. Have you seen this much vandalism on one article?   ,[1. 0. 1.],1,[1. 1. 1.],1
"I have a dumb question, what exactly is ""prose""? I see that word all the time, but have no clue of what people are talking about. — []",I left a reply. — [],[0. 0. 0.],0,[0. 0. 0.],0
 O a personal attack! '''' ,Informed debate - you can't beat it!    ,[0.5 0.  0. ],0,[0.5 1.  0.  0. ],0
"If we do not believe a user has competence with the tools, we would not give it to the editor in question in the first place. —''''''","Yes, exactly.  ""Assume good faith"" does not mean ""assume competence"".  As a community we have an unfortunately harmful tendency to forget that competence matters.  Good faith alone is not enough.   ",[0. 0. 0.],0,[0. 0. 0.],0
Convention matters. Not insulting our subject matters as well. Can anyone show how Severin spelled his name in English while he was living?  ," Гай=Gay. Г=G, А=A, Й=Y. Learn Russian Language. Sorry for assotiations with homosexualism.  ",[0. 0. 0.],0,[0. 0. 0.],0
Speaking of Orton... . ,"blue"">'''bullet''''''proof''']] ",[0. 0. 0.],0,[0. 0. 0.],0
" Good golly molly, your so smart!!!! Other than that stupid mistake, how am I looking? Happy Editing, ",Try taking out the space between vice and principal in the infobox. ,[0. 0. 0.],0,[0. 0. 0.],0
"What a jerk. Anyways, I'll probably finish the Aftermath for SummerSlam. Are you still working on the feuds?   ",Is that our info. or his?   ,[0. 1. 0.],0,[1.  0.5 1. ],1
"Again: ""that's not a valid reason to remove an image that illustrates an article.""  Please, supply a link to policy or guideline that supports you.  David ''''''"," Again: ""because it takes place at protests of Ahmadinejad speaking."" - I will not respond to your comments anymore until you stop your incivility.  ",[0. 0. 0.],0,[0. 0. 1.],0
you've been exposed as a fraud.  don't be so uppity and arrogant next time.  i will await your apology for being so painfully wrong on this subject.  thanks in advance.  ,The universities.  '''',[0.5 0.  0. ],0,[1. 1. 1.],1
"Pleased reread GayMonkey and the Guardian more closely.  Also, blogs and forums are not considered reliable sources. — ","Some poor deluded editors just can't face the truth... Celine Dion Forum, GayMonkey.com, Ethan Says: Homorific, The Guardian plus plenty more. Just Google """"celine dion"" ""gay icon"""" for yourself. '''",[0. 0. 0.],0,[0. 0. 0.],0
"You can't say you have any authority to make such a demand. Please note, I am '''not'''  ",''The above user is a sockpuppet of Melissadolbeer''. ,[0. 0. 0.],0,[0.  0.5 0. ],0
"Personally, I find the infobox useful because I can, in theory, look there for all the regular basic information about a bridge. -  ","Oh, I wasn't specifying a Featured bridge, just FAs in general. In my experience, they aren't generally required, and sometimes discouraged.  ",[0. 0. 0.],0,[0. 0. 0.],0
So where's the source that says it [i]is[/i] planned to come out sometime and merits a spot on the list? -  ,"Neo Samus, please add it back on and change the release date to ""Unknown"". Joshua368, we don't know if this game is coming out next week until Friday or Saturday.  ",[0. 0. 0.],0,[0. 0. 0.],0
"Its still crystal ball, you cant be sure they will produced it next year, anything can happen... —  |  ","Anyway it looks silly, you can get impression that all other models have been or will be discontinued...   —  |  ",[0. 0. 0.],0,[0. 0. 0.],0
Name one Wikipedian (other than yourself) who agrees with you on this issue.,"And, as usual, you are in denial. ",[0. 0. 1.],0,[0. 1. 0.],0
Wait until it's in the show and we have an English name.— , The wait's over! The toy is to be coming out soon in April.  ,[0. 0. 0.],0,[0. 0. 0.],0
 Agreed! Drizzt ,Dell Sucks? Sell Ducks    ,[0. 0. 0.],0,[0. 0. 1.],0
"Yes, congrats!  Don't delete the main page, but it's ok to block Jimbo a few times ;).  ''' '''",Congratulations. ''' | ''',[0. 1. 0.],0,[0. 0. 0.],0
At this point the article is completely sourced.  ,"Ok, good. And again, other than that on issue, this is a very good article.  ",[0. 0. 0.],0,[0. 0. 0.],0
"It appears that the story is, in fact, radical left-wing propaganda.. more of that 'blood for oil' crap. Is that really going to over well with fans of military gun combat games?"," I'm guessing it will be something like Total Air War, but from the perspective of an FPS footsoldier. Am I mistaken?   Bodhi",[1. 1. 1.],1,[1. 0. 1.],1
"Don't forget, Mr. Admin. There are two other assholes with more than three edits.  ",Currently on 87.122.4.208  ,[1. 1. 1.],1,[1. 1. 1.],1
Probably hyperbolae.  ," ''Has'' either Neil or JzG knowingly linked to outing and personal attacks on external sites, or is this just hyperbolae? ",[0. 0. 0.],0,[0. 0. 0.],0
You deserve it ;) '''''''''',Hey it's cool. Thanks for the barnstar.,[0. 0. 0. 0.],0,[0. 0. 0.],0
LOL! The things you can learn reading Wikipedia...  ,"Well that's obvious!  Because Bush is a Queer Wikipedian, of course.    / ",[0. 0. 0.],0,[0. 0. 0.],0
" thanks for you reply.  I can't believe this, it over two tags on a page entitled ""FUCK""! WOW   thright"," Please help, my talk page is still being rv.  Can you ask all to stop.  Thank you  thright",[1. 1. 1.],1,[1. 1. 1.],1
"Hi Gadget, interpreted in what manner? Flaming gays? Or Burn a gay? '''-''' ✰",Hmmm.  The flame on top of the gay pride emblem can probably be interpreted in a manner that I did not consider.  Perhaps one icon on each end using ?  —   - ,[0.5 1.  0.5],1,[1.  0.5 0. ],0
"It was an Advocate interview, not Letterman.","Really?  I can't find a source on that.  If someone has any further information regarding her coming out on a Letterman interview, please update Talk:Sharon Stone. ",[0. 0. 0.],0,[0. 0. 0.],0
"Stop being silly. You can't say ""if you opt out, you can comment on my bot"". Please. This is Wikipedia. Anyone can comment on anything they want to comment on. '''-''' ✰✰ ","Allstarecho, those are the terms of the opt-out, dont like it? then dont opt out. [[User ",[0. 0. 1.],0,[0. 1. 0.],0
"Fun fact:  for instance, I'm pretty sure I once was in a dispute with El_C, but for the life of my I couldn't even tell you what it might have been about.  -)  —  ","You do know that blocking yourself is an abuse of admin tools! I've a good mind to punish you for having such a long block log ( Hmm what can I do?) To Coren, sorry about my tone earlier.  | ",[0. 0. 0.],0,[0. 0. 0.],0
Only if you want to. ) ,No problemo and thank you. *starts to think we could be here all day thanking each other* ) ,[0. 0. 0.],0,[0. 0. 0.],0
You don't know me!  ) Happy editing!  ,"Always take precautions against vandals, new editors or just dumbasses like me...  ",[0. 0. 0.],0,[1. 1. 0.],1
Get over yourself. You are a normal editor. You are not an admin and shouldn't be doing speedy keeps.  ," Yes I'm aware of the paragraph. And I'm not a '''normal''' user, per say. I'm closed many, many AFD's. Non have been overturned or reopened.  ",[1. 1. 1.],1,[1. 0. 1.],1
At least he isn't watching wookie porn...  ,Speaking of which... Have you seen 9 Dead Gay Guys?  Absolutely hilarious! .  Rent it - I recommend it highly and you'll never think about gay midget porn in quite the same way.    / ,[0. 1. 0.],0,[1. 1. 0.],1
" Whether Dodgson intended to ""coin"" a word is irrelevant here.  What's relevant is the common usage, as documented by reliable sources  sources such as the OED.   ","Okay, so, if I am wrong, did Carroll make up the term Portmanteau, even though he mentions it as a suitcase, which would prove beyond all doubt that he heard of the term and was referring to it?  ",[0. 0. 0.],0,[0. 0. 0.],0
"I just added heterosexuality to my watchlist as well. I don't plan on getting into the discussion there, but I will revert if I see him add the LGBT tag there.  ","Even more gay than the twink article. Also, did you read my post on the project page about your ""favorite"" YT'er, What the Buck?  ",[0. 0. 0.],0,[0. 0. 0.],0
"Two blocked in one day! Will this never end? .. , ",Another recent sock: . See also this abuse.  ,[0. 0. 0.],0,[0. 0. 0.],0
I say we just block those guys who are inserting it for disruption...Those German tabloids are basically just gossip rags and are usually libelous as far as F1 goes. ''''''  (''''),"Pending (please add suggestions):
Peer review
Articlehistory
ChrisO Arab/Israeli articles
Redesign of FAR to handle citation issues
 ",[0. 0. 0.],0,[0. 0. 0.],0
"Oh, dear. I wish I had been better at moat dredging.  ",The peasants are revolting... —   - ,[0. 0. 0.],0,[0. 0. 0.],0
"Umm, we kind of said no to that in 2002. ''''''","Nah, Nimetz is a dud.  ",[0. 0. 0.],0,[0. 0. 0.],0
"Thanks! If you see any small errors in it, feel free to correct them.  | ",It looks and sounds 100% better now. Good work! ,[0. 0. 0.],0,[0. 0. 0.],0
It makes me happy to have discussions about a girdle )  '''''MUCH''''' preferable to some of the other stressful situations/articles lately.  =D    / ,"Put it this way - it's related both to D&D; and LGBT (or at least the T)... As for for the Pullen article, cool! Are you going to start it in a sandbox? How do you want to work this?  ",[0. 0. 0.],0,[0. 0. 0.],0
Three syllables. The ''ë'' kind of does double duty as an ''e'' at the end of second syllable and another ''e'' at the start of third.  ,"From the above post, it almost sounds like Mikhail.  ",[0. 0. 0.],0,[0. 0. 0.],0
You can always make a profile for her and Angol Fear in the 'List of minor Soul series characters' section.  ,"It's because wusses think ""they're not important enough to have pages"". It's a load of crap and now my picture of scheherazade is going to be deleted.  ",[0. 0. 0.],0,[0.  0.  0.5],0
"No way, You are the smart one, I am just giving you a push in the right direction..:) You saved my Ass once, so I am indebted!  ","Thank you, Master.  ",[1. 1. 1.],1,[1. 1. 1.],1
" Right.  Special:PrefixIndex/Allegations of state terrorism says ""by"" works just fine, if we go that way. ) —  ","I like it. However, it does not follow the title format that other ""state terrorism"" articles do. See above. ""Allegations of state terrorism by the United States"" would fit better. ",[0. 0. 0.],0,[0. 0. 0.],0
"My suggestion is stick to one issue at a time, settle it, then move on. ",Carol Moore  ,[0. 0. 0.],0,[0. 0. 0.],0
"Well, don't forget that Raw is also RAW. So, I'll fix it if you want.   ","Oh, well not to say crap or whatever, but I noticed that you ended up replacing ""RAW"" with ""Raw"" on the refs. for HBK's article and you do realize that they didn't need to change.   ",[0. 0. 0.],0,[0. 1. 0. 0.],0
"That's probably true, but I thought it'd be more than a coincidence in an episode about a ""penis-mouse"". They've referenced random things before, so it could be possible.  ","I agree that it's simply a reference to the old timey phrase ""eek! a mouse!. There would be no reason to be referencing the reggae artist.  ",[0.5 0.  0.5],0,[1. 0. 0.],0
"Yeah, I know. Alas, most of our anime company articles are not in such good shape. I'll see what the companies MOS (if there is one) suggests.   "," How about ""''Localization Changes''"" or ""''Changes as a result of Localization''"". The Viz Media article also uses the term ""criticism"".  ",[0. 0. 0.],0,[0. 0. 0.],0
"Thanks, I know I read it awhile back, but that is as clear a statement as you can make- no award notes in the lead! FWiW   .","For Ed, and Bzuk, it states at the MOS for Films not to put Academy Awards, or similar, in the first sentence.   ",[0. 0. 0.],0,[0. 0. 0.],0
"It is, but of course, as Wikipedians, we treat such stuff as unencyclopedic - in other words, vandalism...  ","Ginoo... just a warning guys, before you take a look at this... it's a (tagalog) gay boy's unabashed journal...  ",[0. 0. 0.],0,[0. 0. 1.],0
P.S. Editing WP with dial-up isn't too bad. That's what I do all the time.  ,"Ditto. Have a good break, Mears!  ",[0. 0. 0.],0,[0. 0. 0.],0
